job_url,job_title,company_name,company_url,location,workplace_type,date_scrapped,date_posted,n_applicants,n_employees,industry,contract_type,exp_level,description
https://www.linkedin.com/jobs/view/3493367030/?alternateChannel=search&amp;refId=hAA3Dhrs%2Fb5%2FjVdGViFmJA%3D%3D&amp;trackingId=VEe0nXrF90ioahsqnvI6NQ%3D%3D&amp;trk=d_flagship3_search_srp_jobs,Integration Engineer,Luxoft,https://www.linkedin.com/company/luxoft/life/,Romania,Remote,2023-02-23,2023-02-21,7.0,"10,001+ employees",IT Services and IT Consulting,Full-time,Entry level,"Project Description

Imagine a world where all your mobility needs are conveniently accessed through an app on your smartphone and delivered with zero emissions, zero ownership, and zero accidents.

This is the reality the automotive industry is waking up to today. It is our mission to design and co-create products and services, empowering our customers to make the transformation to sustainable mobility.

LUXOFT is one of the major software services companies world-wide. We deliver professional software services in multiple business verticals such as finance, automotive, and digital transformation. Supporting large vehicle manufacturers in the area of development, production and aftersales is LUXOFT's ambition.

The software inside a vehicle was traditionally expected to be a very controlled and self-contained environment. Equipping cars with perception and machine intelligence changes a lot in the overall picture of the vehicle manufacturer. LUXOFT's goal is to empower our customers, with deep domain knowledge and smart solutions, to develop cars of the future. Great mechanical engineering is not the only criteria anymore for delivering the best cars in the world. Using state of the art software technologies are key to provide the requested user experience.

Our customer is a market leader which fulfills development, production and integration of electronic systems that enable access to vehicles, control driving authorization and ensure the availability of security and comfort features within the vehicle.

Join our team of enthusiastic and experienced software developers and develop software for future vehicles of a renowned global automotive manufacturer. Develop challenging features that will be used on a daily basis by millions of drivers once the next generation of vehicles hits the roads!

Responsibilities:

Git management for several repositories of Linux based and Realtime subsystems artifacts (build images)
Jenkins management and task scheduling
Manage CI/CD pipelines in an internal tool
Merge C/C++ code git commits
Run/create/adapt test suites
Writing the scripts and tools (bash, PowerShell, Python) needed to automate the integration and testing process

Skills:

- SW engineering background
- Previous experience as a Software Integrator (> 2years)
- CI/CD experience
- Jenkins
- Scripting (Bash, Python, Batch)
- Git
- Merging experience in C/C++
- Experience in Linux OS"
https://www.linkedin.com/jobs/view/2545579147/?alternateChannel=search&amp;refId=hAA3Dhrs%2Fb5%2FjVdGViFmJA%3D%3D&amp;trackingId=Kl4kYsc8bjdRL%2FTjohZ2Dg%3D%3D&amp;trk=d_flagship3_search_srp_jobs,Senior PLC Programmer,i4Industry,https://www.linkedin.com/company/i4industry/life/,Slovakia,Remote,2023-02-23,2023-02-21,10.0,,,,,"PLC Programmer wanted
We are ready to welcome to our team a colleague with practical experience in control systems programming - Siemens (Beckhoff) and system commissioning. As we are currently working on many projects abroad (Germany, Czech Republic, Slovenia, Austria), we are looking for a person who sees traveling as an added value and is willing to lead their own team. If you want to put your language skills into practice, this job position is right for you as it requires active knowledge of English and/or German.
What will you do?

Develop, deploy, and test PLC programs in the segment of the coating industry
Optimize and maintain PLC solutions
Design technical solutions, and provide support with the preparation and implementation of projects
Create detailed documentation for delivered solutions
Responsible for software functionality, the safety of controlled devices, software optimization, adherence to schedule, preparation of technical documentation

Why join our team?

Working on projects for major customers within the EU
Flexible working hours
Daily communication in a foreign language
Direct communication with company executives
4 sick days
annual bonus
Opportunity to travel within the EU
Multisport card which grants access to gyms, studios, and swimming pools
What do we expect?

Beckhoff TwinCAT – advanced
Siemens TIA Portal – advanced
SIMATIC STEP 7 – advanced
Microsoft Excel - advanced
English – Upper Intermediate (B2) and/or German – Upper Intermediate (B2)
We are looking for a new team member who
Graduated from university/secondary school in the field of electrical engineering or automation
Has previous experience with control software or automation (at least 2 years)
Good command of programming languages such as TwinCAT or STEP7
Is familiar with electrical engineering
Certificate of professional competence in electrical engineering (§21 minimum)
Is a responsible team player with analytical thinking
Speaks English and/or German fluently – excellent oral and written communication skills
Is willing to travel (outside Slovakia) and to work in the industrial environment
Is proactive and eager to learn
Is able to work independently and is detail-oriented

The minimum gross monthly base salary for this role is 2500 EUR full-time. Please note this is a minimum salary and our compensation packages are based on your professional experience and qualifications.
Interested?
Get in touch with Diana Pichler- dpichler.ext@i4industry.eu and come work with us at i4Industry.
About i4Industry
i4Industry offers customer-tailored services that cover the entire cycle from the design and assembly of paint shops to their programming, maintenance, and servicing. Our company is a reliable and experienced partner in the field of industrial automation providing innovative technology with a seamless user experience. Thanks to our extensive portfolio of services and products our customers are able to significantly enhance the dynamics of their processes while saving time and money. Our flagship product is inSight, a comprehensive software solution for Industry 4.0, professional visualization software for complex control, configuration, and monitoring of industrial coating technologies"
https://www.linkedin.com/jobs/view/3451861245/?alternateChannel=search&amp;refId=hAA3Dhrs%2Fb5%2FjVdGViFmJA%3D%3D&amp;trackingId=NcEWiDjCsGPAVpC%2Fk5zAUg%3D%3D&amp;trk=d_flagship3_search_srp_jobs,Data Engineer,Kouegoue Technology Global,https://www.linkedin.com/company/kouegoue-technology-global/life/,Poland,Remote,2023-02-23,,,,,,,"We are looking for a Data Engineer responsible for designing, building, and maintaining the infrastructure and systems that enable the collection, storage, and analysis of large sets of data. This can include tasks such as creating and optimizing data pipelines, designing and implementing data storage solutions, and ensuring data quality and security. Will often work closely with Data Scientists and other stakeholders to understand their data needs and design solutions that meet those needs. Strong technical skills, particularly in programming and database management, are typically required for this role.

Data Engineer mandatory skills and experience
Some essential skills and experience for a Data Engineer include:

Strong programming skills, particularly in languages such as Python, Java, or Scala.

Experience with big data technologies such as Hadoop, Spark, or Apache Kafka.

Proficiency in SQL and experience with database management systems such as MySQL, PostgreSQL, or Oracle.

Familiarity with cloud computing platforms such as AWS, Azure, or GCP.

Understanding of data warehousing concepts and data modeling techniques.

Knowledge of data integration, ETL (Extract, Transform, Load) and ELT (Extract, Load, Transform) processes.

Experience with data governance and data security best practices.

Strong problem-solving skills and the ability to troubleshoot and debug complex systems.

Excellent communication skills, as Data Engineers often need to work closely with other teams and stakeholders.

Familiarity with Agile development methodologies and experience working in a collaborative, cross-functional environment.

Having experience with Machine Learning or Data Science is a plus but not mandatory for the role of Data Engineer."
https://www.linkedin.com/jobs/view/3487273416/?alternateChannel=search&amp;refId=hAA3Dhrs%2Fb5%2FjVdGViFmJA%3D%3D&amp;trackingId=yPT7G6E5Hi%2BmZwVg%2FXIPhg%3D%3D&amp;trk=d_flagship3_search_srp_jobs,Desarrollador de .NET,Inired,https://www.linkedin.com/company/inired/life/,"Valencia, Valencian Community, Spain",Remote,2023-02-23,2023-02-21,73.0,,,,,"¿A qué nos dedicamos?
Inired es una organización orientada al suministro de servicios avanzados de gestión de la información para empresas y organismos oficiales. Gestiona desde el origen del dato, con procesos de digitalización y automatización, hasta el final del su ciclo de vida con el análisis y explotación de la información.

¿Nuestra misión?
Nuestro objetivo es proporcionar las mejores soluciones para la gestión eficaz de los procesos y acompañar en la transformación digital de las organizaciones. Inired está integrada por profesionales experimentados en la implantación de soluciones de gestión de la información y capacitados para llevar a cabo, con garantía de éxito, los proyectos que se nos confían.

Para conseguirlo nos apoyamos en lo que consideramos pilares fundamentales:
Nuestros clientes
Nuestros profesionales
Nuestro entorno social

""Queremos que sientas que esta es tu casa. Si lo que quieres es trabajar en una empresa donde puedas crecer personal y profesionalmente, este es tu hogar"".

¿Qué te ofrecemos?
Teletrabajo
Horario flexible
Formación continua adaptada a tus necesidades
Aprendizaje constante formando parte de un equipo experimentado
Buen ambiente de trabajo y seguridad laboral
Salario acorde a tu experiencia

¿Qué es lo que esperamos de ti?
¡Que tengas habilidades técnicas sólidas! y ¡Que tengas capacidades en .NET!

¡Que seas capaz de solucionar problemas informáticos, que tengas buenas habilidades de comunicación y de trabajo de equipo, y que estés dispuesto a aprender y actualizarse continuamente en una industria que evoluciona rápidamente!

Además, se espera que tengas una ética profesional fuerte y que seas responsable y confiable en el manejo de información y sistemas sensibles.

En resumen, esperamos un profesional con conocimientos técnicos, capacidad de resolución de problemas y habilidades de comunicación efectivas.

Requisitos
Formación Reglada.
Experiencia entre 1 y 3 años.
Experiencia en el desarrollo de aplicaciones web en C#, HTML, JavaScript, VBScript/ASP, .NET, API REST, ASP.Net, .Net Core o Xamarin Forms.
Experiencia trabajando con MS SQL Server y MySQL Conocimiento de prácticas y procedimientos para el ciclo de vida completo de diseño de software.
Capacidad para ser perseverante, trabajar en equipo y tener amplia curiosidad por el aprendizaje y la formación continua.
Experiencia trabajando en un entorno de desarrollo ágil.
Se valorarán:
Experiencia y conocimiento en programación y gestión de BBDD.
Conocimientos en otras tecnologías.

Tareas - ¿Cuáles serán tus funciones?
Realización de toma de requisitos y diseños funcionales.
Diseño, construcción y prueba de soluciones en base a las especificaciones técnicas definidas.
Ejecución de pruebas.
Velar por el cumplimiento de la calidad del código.
Estimación y reporting del estado del proyecto.
Identificación de riesgos en la calidad/eficiencia/plazos y propuesta de medidas de mitigación.

Soft skills
Buenas habilidades de comunicación verbal y escrita.
Proactividad y dinamismo.
Orientación a objetivos, resultados y satisfacción del usuario.
Trabajo en equipo.
Excelente atención a la precisión y el detalle.
Buena capacidad de resolución de problemas y pensamiento lógico.
Disposición para investigar problemas y aplicar soluciones adecuadas.
Orientación a la calidad.
Adaptabilidad al cambio.

Idiomas
Inglés medio (B1)"
https://www.linkedin.com/jobs/view/3494254703/?alternateChannel=search&amp;refId=hAA3Dhrs%2Fb5%2FjVdGViFmJA%3D%3D&amp;trackingId=o5PvfNtQH0%2FHA5cW1izwEw%3D%3D&amp;trk=d_flagship3_search_srp_jobs,Go Developer,Globant,https://www.linkedin.com/company/globant/life/,"Dublin City, County Dublin, Ireland",Remote,2023-02-23,2023-02-23,20.0,"10,001+ employees",IT Services and IT Consulting,Full-time,Entry level,"We are a digitally native technology services company where innovation, design and engineering meet scale. We use some of the latest technologies in the digital and cognitive field to empower organizations in every aspect.

Right now, we are looking for Golang Developers to join our team at Globant!

You Will Get The Chance To
Work with professionals who have created some of the most revolutionary solutions in their fields.
Make an impact. Work in large-scale projects globally.
Develop your career in our Studios. Each Studio represents deep pockets of expertise on the latest technologies and trends and delivers tailored solutions focused on specific challenges.
Develop your career within an industry or multiple industries.
Work in the city you want, and be nourished by cultural exchanges.
Be empowered to choose your career path: we have more than 600 simultaneous projects, so you can choose where and how to work.
Be part of an agile pod. Driven by a culture of self-regulated teamwork, each team -or POD- works directly with our customers with a full maturity path that evolves as they increase speed, quality and autonomy.

What Will Help You Succeed
Believe and love what you do.
Build bridges & open doors.
Enjoy solving problems.
Being capable of taking a step back to look at a bigger picture.
Intermediate English skills.
Good understanding of Golang, especially concurrency, unit testing. Having experience with libraries like gorm, go kit, testify, etc., will be welcome!
Besides Golang, it is very important to have a good background on backend technologies in general, such as are microservices, cloud computing (AWS, GCP, Azure, others), REST, gRPC and Protobuf, Docker, CI/CD, Kubernetes, message brokers, monitoring tools, among others.
Good knowledge on different database engines both, SQL and NoSQL
Keep scalability in mind, always.

At Globant we believe that an inclusive culture and a diverse environment makes us stronger. We encourage people to have an inclusive spirit as our global footprint expands. We seek to generate a place of inspiration and growth for everyone. A safe space, based on equity as a value, where everyone's careers can be promoted and developed in the same way. There is no innovation without diversity and there is no improvement without plurality.

This job be filled from Anywhere in Ecuador.

Are you ready?

Job Segment: Developer, Engineer, Equity, Nursing, Cloud, Technology, Finance, Healthcare, Engineering

Job Segment: Developer, Cloud, Testing, Engineer, Equity, Technology, Finance, Engineering"
https://www.linkedin.com/jobs/view/3460979348/?alternateChannel=search&amp;refId=hAA3Dhrs%2Fb5%2FjVdGViFmJA%3D%3D&amp;trackingId=mkjsOdXNXRfySc7xwDG%2B5Q%3D%3D&amp;trk=d_flagship3_search_srp_jobs,Sales Engineer,Motorola Solutions,https://www.linkedin.com/company/motorolasolutions/life/,Romania,Remote,2023-02-23,2023-02-21,51.0,"10,001+ employees",Telecommunications,Full-time,Entry level,"Company Overview

At Motorola Solutions, we believe that everything starts with safety. It’s the constant that empowers people to confidently move forward. It can fill a flight or sell out a stadium. It can care for a patient or graduate a class.

As a global leader in public safety and enterprise security, we create and connect the technologies that help to keep people safe where they live, learn, work and play. Our integrated technology ecosystem unifies critical communications, video security and access control, and command center software, enabling collaboration in more powerful ways.

At Motorola Solutions, we’re ushering in a new era in public safety and security. Bring your passion, potential and talents to a career that matters.

Department Overview

Motorola Solutions provides trusted security solutions to the global market through its Video Security and Access Control Division. Motorola Solutions designs develop and manufactures video analytics, network video management software and hardware, surveillance cameras, and access control solutions. Motorola’s solutions have been installed at thousands of customer sites, including school campuses, transportation systems, healthcare centers, public venues, critical infrastructure, prisons, factories, casinos, airports, financial institutions, government facilities, and retailers.

Job Description

As a member of the Sales Engineering Department, the Sales Engineer will work closely with the Sales Organization to develop and position solutions involving Motorola Solutions products.

The Sales Engineer is responsible for technical aspects of the sales process and works closely with the Sales Department involved to develop and position solutions involving Video Security & Access control Division products, writing specs for tenders, also answering to tenders, driving product tests and complex scenarios and internal/external training among others.

During the needs analysis process, confirm that the products meet the prospect’s requirements and assist in technical qualifications. Throughout the proposal process, articulate the technology and demonstrate Motorola’s solutions to both business and technical users. Position Motorola products relative to competition and formulate system designs that conform to both technical and budgetary requirements.

As this is an international position, international travelling may be required.

Your key responsibilities will include:
Effectively disseminate product knowledge by providing thorough training to Sales Teams when required.
Manufacturing Representatives, Integrators, and End-Users
Support Sales Teams in responding to RFP’s and designing, specifying, and quoting systems
Develop and maintain strong relationships with Sales Teams, customers, and partners
Collaborate with the Technical Support team in providing post-sales support to customers
Have positive attitude and can properly manage time and tasks
Perform related duties as assigned
Validate from a technical point of view any quote delivered by ISR team.
Onsite activities including international travelling when required.

Basic Requirements
5+ years’ experience in Sales Engineering for a technology company
Strong understanding of the video surveillance, body worn cameras and access control market
Self-motivated and focused individual with a passion for technology and an aptitude for customer satisfaction
Excellent verbal and written communication skills in:
English
Excellent presentation skills, especially with remote technologies such as teleconference.
Possesses strong analytical and troubleshooting skills
Has a pleasant, friendly style of verbal and written communication
Driving License and Car are a must.

Technical:
Intimate knowledge and experience with Windows troubleshooting tools and techniques
Excellent knowledge of networking principles and IP communication
Experience with computer hardware configuration and troubleshooting
Experience with network equipment configuration and troubleshooting

Preference will be given to candidates with the following skills and experience:
Experience in access control
College degree or diploma of technology
Prior experience in surveillance industry
Microsoft and/or Cisco certifications
Certification for any competitive products

Travel Requirements

Relocation Provided

Position Type

Referral Payment Plan

No"
https://www.linkedin.com/jobs/view/3453141068/?alternateChannel=search&amp;refId=hAA3Dhrs%2Fb5%2FjVdGViFmJA%3D%3D&amp;trackingId=ZKzbrM1QUefweZYNhL6j9Q%3D%3D&amp;trk=d_flagship3_search_srp_jobs,Marketing Specialist,"eTeam, Inc.",https://www.linkedin.com/company/eteam-inc./life/,Croatia,Remote,2023-02-23,,,,,,,"eTeam is a global company with offices in the US, Ukraine, and Mexico specializing in building custom software for enterprise clients and VC-backed startups across the US, UK, Germany, Japan, and Indonesia. In five years, we have grown to a team of over 100 employees worldwide, become a certified AWS Consulting partner, and have been named a global Clutch Leader for three years in a row. Recently we were ranked in the Inc. 5000 list.

We look for curious, creative people who work to be a little better every day. In our work together, we embody our values: Teamwork, Curiosity, Accountability and Integrity.

As a marketing specialist, you will be responsible for executing marketing strategy, coordinating with a sales department to develop and monitor marketing initiatives and aligning company positioning across various platforms.

Responsibilities:
Develop, implement, and track marketing programs such as email, social media, or digital campaigns;
Collaborate with other internal teams (e.g. product and sales) to develop and monitor strategic marketing initiatives;
Deliver marketing campaigns, analyze and report on their performance and efficiency;
Identify new opportunities for growth and expansion by analysis of marketing data, including campaign results, conversion rates and online traffic;
Develop and create marketing materials, such as sales and product collateral, and ensure brand guidelines are met;
Write, proofread, and edit creative and technical content across the company website, social media and other marketing platforms;
Work with external agencies and vendors to execute marketing programs.

Requirements:
3+ years of digital marketing experience in a software development company;
Strong understanding of key marketing concepts, such as market segmentation, value proposition, differentiation, and branding;
Proven ability to build the marketing funnel and user journey;
Experience with social media and digital marketing tools and platforms, including email marketing and website management;
Excellent communication and interpersonal skills, with the ability to work effectively with cross-functional teams;
Fluent English.

Will be a plus:
Work experience in software development service companies.

We offer:
Grow professionally with subsidized certifications, courses, and conferences;
Improve your English with conversation clubs and direct client communication;
Remote work, flexible schedule, bonuses for important life events."
https://www.linkedin.com/jobs/view/3469510455/?alternateChannel=search&amp;refId=hAA3Dhrs%2Fb5%2FjVdGViFmJA%3D%3D&amp;trackingId=DKXNlWTxC2aRbWHZVljx3A%3D%3D&amp;trk=d_flagship3_search_srp_jobs,Sviluppatore back-end,MondoSpedizioni,https://www.linkedin.com/company/mondospedizioni/life/,"Rome, Latium, Italy",Remote,2023-02-23,2023-02-03,43.0,,,,,"In MondoSpedizioni siamo alla ricerca di una figura, fortemente motivata ed appassionata, da inserire all’interno del nostro nuovo team tech.

TL;TR

Linguaggio e Framework: PHP 8.x e Symfony
Competenze: OOP, DDD, Clean Code, Design Pattern, Testing
Sede di lavoro: Full Remote o Ibrido
Contratto: Tempo indeterminato, RAL da 25k a 42k in base all’esperienza (ma con un pò di flessibilità per la persona giusta).

Lavoro

La figura quindi:
si dedicherà alla progettazione dei nuovi servizi API con l’obiettivo di dismettere il legacy in breve tempo;
dovrà sviluppare codice di alta qualità comprensivi di test;
lavorerà in full remote o smart working: ci vedremo in ufficio qualche volta per berci un caffè, fare due chiacchiere, fare pair programming e pranzare tutti assieme;

Team

Il Team Tech è di nuova costituzione con diverse competenze di alto livello. Stiamo riprogettando per intero il back-end ed il front-end (compreso la nuova visual identity dell’azienda).

Abbiamo un’organizzazione orizzontale (non piramidale) e ci sforziamo di essere il più autonomi possibili.

Siamo focalizzati sulla metodologia Lean.

Architettura

Il backend è API first (RESTful), in PHP 8.x e Symfony con metodologia DDD.

Siamo in piena transizione da un’architettura legacy on-premise ad AWS, lavorando con Terraform per la costruzione.

Abbiamo adottato PHP come linguaggio di riferimento, ma abbiamo alcuni servizi in Go.

Tutti i nostri nuovi ambienti sono realizzati utilizzando docker, sia per lo sviluppo che per la produzione.

Sperimentiamo nuove tecnologie ed il cambiamento e l’innovazione sono alla base della filosofia del nostro nuovo team.

Requisiti basilari

Forte attenzione alla qualità del codice, alle prestazioni ed all’architettura: Clean Code, Testing, Pipeline non sono buzzword ma il cuore del nostro nuovo progetto.
Conoscenza di PHP 8
Conoscenza di MySQL
Conoscenza di GIT
Grande passione, motivazione e voglia di crescita

Requisiti preferenziali

Buona conoscenza di RabbitMQ

Perché candidarti

Abbiamo un mercato da rivoluzionare, in un’epoca dove le spedizioni sono diventate il cuore del nostro commercio, anche al dettaglio;
Cultura di startup ma in una società consolidata e robusta;
Siamo in piena creazione dei nostri servizi, il tuo contributo sarà determinante!
Budget per partecipazione a conferenze, corsi online o libri;
Portatile Apple aziendale;

Come candidarsi

Invia un’email a jobs@mondospedizioni.com con il tuo CV, il link al tuo profilo linkedin e nel caso tu ne sia fornito, il link al tuo account Github.

Iter di assunzione

Verrà effettuato uno screening delle candidature da parte del CTO e del Lead Backend;
Viene organizzato un primo meet di presentazione di 15/20 minuti per una conoscenza iniziale;
Al candidato che desidera proseguire verrà somministrato un esercizio da fare in autonomia (non richiediamo attività che possano richiedere più di 2-3 ore) con cui presentarsi al colloquio tecnico (in presenza o su meet a seconda delle disponibilità del candidato);
Un terzo ed ultimo colloquio con il management aziendale per la definizione dell’offerta.

Chi siamo

MondoSpedizioni è leader a livello nazionale nel mercato dei servizi di spedizione online.

Fondata nel 2002, la nostra azienda offre servizi di spedizione online dei maggiori corrieri. I punti di forza che guidano il successo dell’azienda sono il servizio clienti in house, la qualità del servizio offerto, l’attenzione al cliente attraverso il contatto diretto e la ricerca della semplicità nella fruizione dei servizi.
La nostra azienda è in veloce e continua crescita e per questo stiamo ampliando il reparto tech con diverse nuove figure.

---
Il presente annuncio è rivolto ad entrambi i sessi, ai sensi delle leggi 903/77 e 125/91, e a persone di tutte le età e tutte le nazionalità, ai sensi dei decreti legislativi 215/03 e 216/03."
https://www.linkedin.com/jobs/view/3492579664/?alternateChannel=search&amp;refId=hAA3Dhrs%2Fb5%2FjVdGViFmJA%3D%3D&amp;trackingId=G8oCBVyC2nXKX0AiB933ZA%3D%3D&amp;trk=d_flagship3_search_srp_jobs,SaaS Sales Engineer,DoiT International,https://www.linkedin.com/company/doitintl/life/,Ireland,Remote,2023-02-23,2023-02-22,9.0,201-500 employees,Software Development,Full-time,Entry level,"Location

Our SaaS Sales Engineer will be an integral part of our Sales team in EMEA. This role is based remotely in Ireland .

Who We Are

We enable greatness through the cloud. We thrive on working with fast growing companies around the world to solve both essential and advanced cloud challenges. DoiT provides intelligent technology that simplifies and automates cloud usage, alongside expert consultancy and unlimited technical support, all at no extra cost to our customers. Join our mission where you’ll work remotely with a committed, experienced, and global team in a collaborative and supportive culture. We are an award-winning strategic partner of Google Cloud and AWS, we provide intelligent technology, expert consultancy and unlimited technical support for customers across more than 70 countries.

The Opportunity

DoiT is looking for a seasoned, technically adept Sales Engineer to lead by example in defining/executing the technical sales process for our public cloud management SaaS products. In this role you will describe and demonstrate how our products help companies to transform themselves using the public cloud and its service offerings (AWS, GCP, etc.)

Responsibilities
Work in conjunction with the sales team as a key technical advisor and advocate for DoiT while mapping product and technology value to the prospect’s needs.
Implement strategies to improve win rates, beat the competition, and develop stronger technical buyer relationships.
Develop and deliver engaging demonstrations in collaboration with our Sales, Marketing and Product teams to both business and technical users.
Understand and implement technical sales strategies based on competitive selling, especially in larger enterprises.
Understand and manage complex technical sales processes in a complex IT environment with multiple departments and stakeholders.
Present to prospects, customers and partners, at external events, conferences, seminars, etc.
Contribute to systems and tools to provide key business information and metrics to highlight performance and effectiveness.
Identify use-case patterns among prospects (and in the market), creating business cases for expansion and increased product focus
Build and maintain strong relationships with the Product Team, advocate for technology investments in areas focused on new opportunities for growth

Qualifications
5+ years experience at B2B SaaS software company in a pre-sales engineering role selling into both enterprise and commercial accounts globally.
An understanding of ITSM eco-systems and prominent solutions within them, such as: DataDog, Chef, Ansible, Puppet, New Relic, ServiceNow, AlertLogic etc.
Experience working with Amazon Web Services (AWS) or Google Cloud Platform (GCP) and can speak to the most common problems associated with their operation.
The ability to take complex pieces of technology and explain them in a simple and easy to understand way.
Excellent verbal, written, presentation and interpersonal communication skills.
Experience building strong operational and collaborative relationships with people in distributed teams and locations
Previous experience working with/presenting to executive level prospects and customers.
Experience with modern technical selling best practices and selling in a competitive environment, including implementing new or improved trial, demo, and RFx processes.
Proven track record of success in a fast growing and scaling business.

Are you a Do’er?

Be your truest self. Work on your terms. Make a difference. We are home to a global team of incredible talent who work remotely and have the flexibility to have a schedule that balances your work and home life. We embrace and support leveling up your skills professionally and personally.

What does being a Do’er mean? We’re all about being entrepreneurial, pursuing knowledge and having fun! Click here to learn more about our core values .

Sounds too good to be true? Check out our Glassdoor Page .

We thought so too, but we’re here and happy we hit that ‘apply’ button.
Unlimited PTO
Flexible Working Options
Health Insurance
Parental Leave
Employee Stock Option Plan
Home Office Allowance
Professional Development Stipend
Peer Recognition Program"
https://www.linkedin.com/jobs/view/3455035523/?alternateChannel=search&amp;refId=hAA3Dhrs%2Fb5%2FjVdGViFmJA%3D%3D&amp;trackingId=2yNe87iXFQUKbwij6Yy4xg%3D%3D&amp;trk=d_flagship3_search_srp_jobs,Trainee Product Owner (m/w/d),Digitale Leute,https://www.linkedin.com/company/digitaleleute/life/,"Cologne, North Rhine-Westphalia, Germany",Remote,2023-02-23,2023-02-17,47.0,1-10 employees,"Technology, Information and Internet",Full-time,Entry level,"Digitale Produkte, Apps und Webprojekte sind die Welt, in der du arbeiten möchtest.

Dich begeistern Technologie und Design, aber du möchtest selbst kein Coding-Spezialist:in werden?

Dann ist die Rolle eines Product Owners genau das Richtige für dich.

Wir, die Digitale Leute School, bilden Product Owner in unseren Bootcamps aus und vermitteln sie in Einsteigerpositionen.

Unser nächster Kurs startet im Januar 2023 und wir haben noch Plätze frei! Starte als Quereinsteiger:in, Studienabsolvent:in in oder Associate Product Owner die Product Management Weiterbildung und finde dann deine erste Stelle.

Aufgaben

Steuerung von Entwicklungsteams

Als Product Owner steuerst du dein Team im Scrum- oder Kanban-Prozess. Du lernst, wie die Regeltermine Daily, Refinement, Planning, Grooming, Review, Retrospektive funktionieren und was von dir als Product Owner erwartet wird.

User Stories & Backlog

Das wichtigste Werkzeug des Product Owners ist der Product Backlog. Du lernst wie du gute User Stories & Epics schreibst und sie im Backlog in eine sinnvolle Reihenfolge bringst.

Testing & Qualitätssicherung

Sobald User Stories von den Entwickler:innen fertig umgesetzt wurden, müssen diese getestet und live gestellt werden. Du lernst, wie du selbst Softwareprodukte zur Abnahme testen kannst und wie du diesen Prozess organisierst.

Produktvision & Stakeholder-Kommunikation

Ein Produkt braucht eine mittel- bis langfristige Ausrichtung. Mit einem „Product Vision Statement“ oder der “Working Backwards Methode” beschreibst du die ideale Produktbeschaffenheit aus Sicht der Kund:innen. Das bildet die Grundlage, um die Produktziele im Unternehmen zu kommunizieren.

Produkt- & User Experience Design

Nutzerzentriertes Design von Software ist zentral für den Erfolg jedes digitalen Produkts. Du erlernst die Grundlagen von Usability & UX-Design und bekommst Werkzeuge an die Hand, wie du Prototypen entwickeln und mit UX-Designer:innen kommunizieren kannst.

Tracking & Datenanalyse

Das Monitoring und Tracking von Softwareprodukten bzw. deren Funktionalitäten ermöglicht es dir den Erfolg deines Produktes zu messen und Warnindikatoren für Fehler zu erkennen. Du erlernst die Konzeption, Definition und Überprüfung relevanter KPI und Metriken.

Qualifikation
Du bist ein Fan von Technologie und kannst Dich für digitale Produkte begeistern
Du bist ehrgeizig und feierst gerne mit Deinem Team Euren gemeinsamen Erfolg
Du hast Spaß an agilen Arbeitsweisen (Scrum, Kanban, Pairing etc.)
Du kannst mit Deinen Visionen Kunden und Stakeholder von Deinen Plänen überzeugen
Du arbeitest gern im Team, zeigst Eigeninitiative und bist pragmatisch
Du hast Freude unternehmerisch zu denken
Du bist mutig — Ungewisse Situationen nimmst Du gerne als Herausforderung an

Benefits
Wir bilden dich innerhalb von 3 Monaten remote/online zum Product Owner aus (deutschsprachig)
Wir unterstützen dich, schon während der Weiterbildung ein Unternehmen zu finden, das dir einen Jobeinstieg während oder nach dem Bootcamp bietet
Die Ausbildung ist berufsbegleitend möglich
Du bekommst einen Mentor, der Dich durch das Programm führt und wirst die Arbeit in Product Teams simulieren
Nach drei Monaten kannst Du als Product Owner mit Zertifikat in digitale Produktteams einsteigen und weißt, was die Aufgaben eines strategisch Produktverantwortlichen sind

Wir freuen uns auf deinen Lebenslauf und deine Bewerbung."
