job_url,job_title,company_name,company_url,location,workplace_type,date_scrapped,date_posted,n_applicants,n_employees,industry,contract_type,exp_level,description
https://www.linkedin.com/jobs/view/3497455950/?alternateChannel=search&amp;refId=VbiFPsca%2BwKjgb1hJ1Osrw%3D%3D&amp;trackingId=mkX62meeIZS1gLJQKmdihw%3D%3D&amp;trk=d_flagship3_search_srp_jobs,Service Techniker (ca. 70% Innendienst) – Remote Service (m/w/d),Winkler+Dünnebier GmbH,https://www.linkedin.com/company/winkler-d%C3%BCnnebier-gmbh/life/,"Neuwied, Rhineland-Palatinate, Germany",Remote,2023-02-23,2023-02-23,,201-500 employees,Industrial Machinery Manufacturing,Full-time,Entry level,"Abteilung Information

Winkler+Dünnebier GmbH (W+D) hat sich seit der Gründung 1913 als im Maschinenbau weltweit führender Technologie- und Servicepartner für die Mail- und Hygieneindustrie etabliert. Das Unternehmen entwickelt hoch effiziente Systemlösungen zur Produktion, Bedruckung und Kuvertierung von Briefumschlägen sowie zur Herstellung von Hygieneprodukten. W+D ist Teil des Barry-Wehmiller Konzerns und dort in der BW Converting Solutions Plattform verankert. Unsere Mitarbeiter tragen mit ihrer meist langjährigen Erfahrung und ihrem großen Engagement wesentlich zu dem ausgezeichneten Ruf unserer Maschinen und dem hervorragenden Service von W+D bei. Neben unseren Standorten in Deutschland arbeiten wir eng mit unseren Dependancen in den USA und Malaysia zusammen. Wichtig ist uns dabei ein kollegiales, international geprägtes Betriebsklima.

Barry-Wehmiller ist ein breitgefächerter globaler Anbieter von Lösungen für Engineering, Beratung und Fertigungstechnologien für Verpackungs-, Wellpappen- und Papierverarbeitungsindustrien. Die Kombination eines mitarbeiterorientierten Führungsstils mit operativen Strategien und nachhaltigem Wachstum ließ Barry-Wehmiller zu einem 3 Milliarden USD Unternehmen wachsen, dessen fast 12.000 Mitarbeiter eine gemeinsame Vision haben: Building a Better World through Business.

Jobbeschreibung
Durchführen von Fehlerdiagnosen an Antriebs- und Automatisierungssystemen
Feststellen von Fehlfunktionen und deren Ursache, Einleitung von geeigneten Maßnahmen zur Abstellung der Fehlerursachen
Durchführung der Servicearbeiten mittels Telefons, E-Mail und Fernwartung zum kurzfristigen Support internationaler Kunden
Durchführen von Inbetriebnahmen in unserer Produktion
Projektbezogene Montagen vor Ort (ca. 30% jährlich)
Anforderungen
Wir erwarten eine abgeschlossene Technikerausbildung bzw. eine Weiterbildung zum staatlich geprüften Techniker (m/w/d) Fachrichtung Elektrotechnik oder vergleichbare Qualifikation als Facharbeiter mit mehrjähriger Berufserfahrung im Bereich der Antriebs- und Automatisierungstechnik
Kenntnisse in der Programmierung von Antriebs- und SPS-Steuerungen (vorzugsweise Siemens oder Bosch Rexroth)
gute Englischkenntnisse in Wort und Schrift
Teamfähigkeit
Kreativität und Freude an der Entwicklung innovativer Lösungen
Kundenorientierung
Zielführende Arbeitsweise und Qualitätsbewusstsein
Bei Barry-Wehmiller sind wir uns bewusst, dass Menschen eine Fülle von Erfahrungen und Talenten mitbringen, die über die technischen Anforderungen einer Stelle hinausgehen. Wenn Ihre Erfahrung dem, was Sie hier aufgelistet sehen, nur nahekommt, ziehen Sie bitte trotzdem eine Bewerbung in Betracht. Wir wissen, dass das, was uns voneinander unterscheidet, oft zu Innovation, Spitzenleistungen und sinnvoller Arbeit führen kann - daher ermutigen wir Menschen mit unterschiedlichem Hintergrund, sich auf unsere Stellen zu bewerben. Bitte lassen Sie uns wissen, wenn wir für Sie während des Interview Prozesses angemessene Vorkehrungen treffen können.

Company

Winkler+Dunnebier"
https://www.linkedin.com/jobs/view/3462508748/?alternateChannel=search&amp;refId=VbiFPsca%2BwKjgb1hJ1Osrw%3D%3D&amp;trackingId=cssn4ZELsQGdba6SIvWLUg%3D%3D&amp;trk=d_flagship3_search_srp_jobs,Senior .NET Software Engineer (Remote) (Enrichment),Relativity,https://www.linkedin.com/company/relativityhq/life/,"Wrocław, Dolnośląskie, Poland",Remote,2023-02-23,2023-02-22,5.0,"1,001-5,000 employees",Software Development,Full-time,Entry level,"Are you looking for a hybrid or remote work opportunity? Are you interested in a workplace that allows for flexibility in your day? Are you ready for a workplace that provides benefits that suit your needs?

As a Senior Software Engineer , your primary mission will be to design, write, test, deploy, and support new and existing Relativity software products, in a brand new, startup-style Relativity office in Krakow, Poland.  We’re looking for someone who has an interest in developing next-generation technologies and passion for getting things done. Is experienced and leverages that to solve complex problems. Enjoys working with smart people and having fun building something great. The perfect team member is also versatile, displays leadership qualities and is enthusiastic about tackling new problems across the full-stack as we continue to push technology forward. Enjoys taking responsibility in a self-managing team and understands and supports principles of Agile, like iterative approach, ability to cope with the constant change, feedback culture where everything is assessed quickly and changed to fit.   If you have the desire to be continually challenged and work where boredom is an anomaly, then join our Krakow team and be part of a successful Agile-oriented company, experiencing rapid growth in the eDiscovery field, that is currently building its new R&D office in Poland!

The Enrichment Team

Relativity’s “Enrichment” product is the fastest way to feed terabytes of complex and abstract data into the Relativity’s Review platform. As part of the Enrichment team, you will work on modernizing the Enrichment user experience, deal with the unique challenge of processing a diverse set of documents, a tremendous amount of data and do complicated data extraction at blazing speeds. If an opportunity to deal with big-data, solve complex scalability challenges, and learn a distinct set of technologies on a secure SaaS platform excites you, then this is the right team for you.

Your Role in Action

Contributing to a Scrum team that solves complex challenges and builds working software.
Producing high quality code in an effective manner.
Being a dependable and highly skilled team member that is a role model for others and a source of knowledge and inspirations for them.
Troubleshooting issues by fixing defects and responding to client specific problems.
Working on a scalable and dynamic web system which supports integration with multiple search engines, clustering technologies and client component interaction through web services.
Building highly distributable eDiscovery system composed of multiple database, processing, and web servers, that have potential to be used in other industries that require heavy processing on big, unstructured document sets.

Senior Software Engineer performs the following functions, in addition to others, in the administration of their position:

Documents and demonstrates solutions by developing documentation, flowcharts, layouts, diagrams, charts, code comments and clear code.
Prepares and installs solutions by determining and designing system specifications and standards.
Improves operations by conducting systems analysis; recommends changes in policies and procedures.
Encourages pair programming to communicate design knowledge throughout the Scrum team.
Provides development expertise to team members through education and review.
Is always open to new ideas and encourages innovative practices amongst peers.
Works collaboratively with QA professionals to encourage defect prevention over detection You may be required to handle technical support calls after hours about two times a year. If Client Services is working on a ticket and they are not able to solve an urgent issue, they will reach out to the level I developer to assist to get the issue resolved.

Your Skills

5+ years of experience in software development of commercial-grade systems and applications
Experience in .NET software development using C# and Microsoft SQL Server, experience in .NET core will be a plus
Experience with CI/CD process and tools (BitBucket, Jenkins, Git) including unit testing, preferably TDD approach.
Good understanding of Cloud Native Patterns and Azure cloud will be a plus.
Fluency in English.
Knowledge and experience in working with Agile frameworks.
Effective communication and teamwork skills.

Relativity is a diverse workplace with different skills and life experiences—and we love and celebrate those differences. We believe that employees are happiest when they're empowered to be their full, authentic selves, regardless how you identify.

Benefit Highlights

Comprehensive health plan

Flexible work arrangements

Two, week-long company breaks per year

Unlimited time off

Long-term incentive program

Training investment program

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, or national origin, disability or protected veteran status, or any other legally protected basis, in accordance with applicable law."
https://www.linkedin.com/jobs/view/3312919966/?alternateChannel=search&amp;refId=VbiFPsca%2BwKjgb1hJ1Osrw%3D%3D&amp;trackingId=em3%2FTz1VDfskTgRqNSdrkw%3D%3D&amp;trk=d_flagship3_search_srp_jobs,Anwendungsentwickler/-in Microsoft Dynamics 365 Business Central (m/w/d),RIB Cosinus GmbH,https://www.linkedin.com/company/cosinus-informationssysteme-gmbh/life/,Germany,Remote,2023-02-23,2022-09-16,48.0,,,,,"Über 2.700 Mitarbeiter weltweit, börsennotiert und globaler Marktführer für “digitales Bauen”: RIB Software GmbH, Teil der Schneider Electric GmbH, gehört zu den größten Technologieunternehmen des Landes und revolutionierte mit der cloudbasierten End-to-End-Lösung “iTWO 5D” die Planung im Bauwesen.

RIB Cosinus ist das Microsoft Dynamics 365 Business Central (NAV/Navision)Technologiezentrum in der RIB Gruppe. Unser Spezialgebiet? Wir entwickeln und implementieren ERP-Lösungen auf Basis von Microsoft Dynamics 365 Business Central – erfolgreich seit 25 Jahren.

Microsoft Dynamics 365 Business Central (NAV/Navision) ist eine Enterprise Resource Planning (ERP)-Lösung für alle geschäftlichen Anforderungen in einem Unternehmen. Die Unternehmenssoftware kontrolliert alle Geschäftstätigkeiten von Finanzmanagement und Buchhaltung, Einkauf/Verkauf/Lager, Lieferketten-Management und Fertigung, Vertrieb, Service bis hin zu Projektmanagement.

Im digitalen Zeitalter möchten wir weiterhin jederzeit ideal aufgestellt sein. Für die Durchführung von nationalen und internationalen Kundenprojekten zur Einführung und Integration unserer auf Microsoft Dynamics 365 Business Central/Microsoft Dynamics NAV basierenden Branchenlösung suchen wir deshalb mehrere Anwendungsentwickler/-in Microsoft Dynamics 365 Business Central (m/w/d):

Standorte:
Remote oder Vorort möglich:
Freiburg im Breisgau, Deutschland
Mannheim, Deutschland
Villingen-Schwenningen, Deutschland
Berlin, Deutschland
Zofingen, Schweiz

Ihre Aufgaben:
Konzeptionierung von Lösungen in Zusammenarbeit mit dem Teamleiter der Entwicklung
Analyse, Erstellung von Aufwandsschätzungen und Umsetzung kundenindividueller Geschäftsanforderungen
Entwicklung und Pflege von Schnittstellen zu externen Anwendungen
Konzeptionierung und Durchführung von Datenmigrationen aus Altsystemen
Sicherstellung der Kundenzufriedenheit bei Verwendung der Software
Gelegentlicher Einsatz bei Kunden vor Ort

Ihr Profil:
Erfolgreich abgeschlossenes Studium der (Wirtschafts-) Informatik oder eine vergleichbare Ausbildung im IT-Umfeld
Sehr gute Programmier- und Designkenntnisse in einer objektorientierten Programmiersprache und / oder Routinierter Umgang mit C/AL oder AL (AL-Programmierung: https://en.wikipedia.org/wiki/C/AL), idealerweise Erfahrungen in der RDLC-Reportentwicklung und im Umgang mit Visual Studio Code
Zuverlässige und selbstständige Arbeitsweise, Hands-on-Mentalität sowie schnelles Auffassungsvermögen
Ausgeprägte Teamfähigkeit

Wir bieten:
Beteiligung am Unternehmenserfolg
30 Tage Urlaub pro Jahr
Kostenlose Getränke und guter Kaffee
Full Home Office und/oder Präsenz nach Wunsch mit verantwortungsvollem Hygienekonzept und digitalem Workflow
Moderne Hardware und Software für optimales Arbeiten
Firmenfitnessprogramm mit Verbundunternehmen (Hansefit)
JobRad – auch für ein weiteres Familienmitglied (https://www.jobrad.org/)
Ausgewogene Work-Life-Balance und flexible Arbeitszeiten
Eigene Yogamatte zum Entspannen in den Pausen
Welcome-Package: Mit einer Outdoor Jacke und anderen Willkommensgeschenken möchten wir Sie von Anfang an als Teammitglied willkommen heißen
Eine lässige Arbeitsatmosphäre und viel Gestaltungsspielraum innerhalb einer flachen Hierarchie
Ein Anzug oder Kostüm sind bei uns keine Vorschrift
Eine offene, ehrliche Feedbackkultur und kurze, unbürokratische Kommunikationswege
Freiheit zur eigenen Gestaltung und Umsetzung von Ideen
Unbefristeter, sicherer Arbeitsplatz mit persönlichen und fachlichen Entwicklungsmöglichkeiten z. B. Trainings, Coachings, Förderprogramme, Aus- und Weiterbildung
Umfangreiche, individuelle Möglichkeiten zur Weiterbildung im Microsoft Umfeld mit Erhalt von Zertifikaten
Teambuilding - Jährliche Events wie Weihnachtsfeier oder Sommerfeste
Großzügige Büros
Sehr gute Verkehrsanbindung (PKW und öffentliche Verkehrsmittel)
Kostenloser Parkplatz"
https://www.linkedin.com/jobs/view/3388408714/?alternateChannel=search&amp;refId=VbiFPsca%2BwKjgb1hJ1Osrw%3D%3D&amp;trackingId=a4R3vfU53kvL391zFcs4cw%3D%3D&amp;trk=d_flagship3_search_srp_jobs,Solaris Engineer (remote),NATEK,https://www.linkedin.com/company/natek/life/,"Bratislava, Bratislava, Slovakia",Remote,2023-02-23,2023-02-03,12.0,"501-1,000 employees",IT Services and IT Consulting,Full-time,Entry level,"Job Description

Our client is aiming at managing and transforming the full Information Technology infrastructure underpinning the Commercial Banking Operations in European major countries. Focused on harnessing leading-edge innovation, monitoring trends in the banking and IT industries, and identifying emerging disruptive technologies to be rapidly introduced in production.

Your responsibilities

Solaris System Management

Improve, optimize and support daily business and projects
Design, implementation and administration of development, test and production environments regarding Solaris
2nd and 3rd Level Support for Solaris (Incident-, Problem-, Change-Management)
Implementation of requests in alignment with project manager / client and the Team
Planning, implementation, and administration of the Disaster Recovery infrastructures for systemic applications based on Solaris
Consulting for applications
Provide server installation, configuration and administration
Provide all tasks for system management including patching, hardening, health checking, backup
Provide performance analysis and system tuning on both application and system level
Provide support in the capacity, problem, incident and availability processes
Support on security settings configurations and implementation

Our requirements

Solid knowledge on:

OS Solaris version Solaris 10, Solaris 11
Cluster management
Physical HW x86 / SPARC management
CDOM / LDOM / Global Zones management
Experience on lifecycle projects like migration projects (P2V, V2V) or OS upgrades
Knowledge on scripting
Experience on working with complex environments
General knowledge on LAN/WAN
Good English communication skills, written and spoken
Willingness to participate in 24x7 on-all shifts and to cover activities out of business hours
Good attitude towards working in a global team over different countries and flexibility

Benefits

Remote work ()
Flexible type of employment (COW OR B2B)
Internal Mobility Program – enjoy many opportunities for career growth, job rotations, diversity of projects & technologies
International, diverse, and inclusive working environment – get experience in global projects for worldwide leaders and enjoy multinational teams
Referral Program – enjoy cooperation with your colleagues and get the bonus!
5/10 years NATEK club – we offer long term cooperation and celebrate each fifth year cooperation anniversary with gifts
NATEK CSR Events & team buildings – enjoy our values: accountability, partnership and expertise and #workITwithus
Education – benefit from our know how, learning courses and certificates and IT events – be part of community of leaders of the industry and take part as a speaker or a visitor

Only for CoW:

Relocation Bonus – reimbursement for moving expenses for out-of-town candidates
Bonuses for Personal Events – we congratulate you important events of your life: giving birth to children, university graduation, etc.
Benefit Plus (Cafeteria) – use our e-shop with corporate benefits like travel, theater tickets, books etc.
Additional Medical health care – on top of standard health insurance
Multisport Club Card
Technical and Personal training – we are investing in your skills growthLanguage courses
1 paid day off for volunteering – we are supportive in all charity ideas
Meal contribution/ food vouchers
Recreation bonus – enjoy traveling around Slovakia and get reimbursement of travel costs"
https://www.linkedin.com/jobs/view/3494254703/?alternateChannel=search&amp;refId=VbiFPsca%2BwKjgb1hJ1Osrw%3D%3D&amp;trackingId=9hWy%2BZ23gVIvX6NiMunmFg%3D%3D&amp;trk=d_flagship3_search_srp_jobs,Go Developer,Globant,https://www.linkedin.com/company/globant/life/,"Dublin City, County Dublin, Ireland",Remote,2023-02-23,2023-02-23,22.0,"10,001+ employees",IT Services and IT Consulting,Full-time,Entry level,"We are a digitally native technology services company where innovation, design and engineering meet scale. We use some of the latest technologies in the digital and cognitive field to empower organizations in every aspect.

Right now, we are looking for Golang Developers to join our team at Globant!

You Will Get The Chance To
Work with professionals who have created some of the most revolutionary solutions in their fields.
Make an impact. Work in large-scale projects globally.
Develop your career in our Studios. Each Studio represents deep pockets of expertise on the latest technologies and trends and delivers tailored solutions focused on specific challenges.
Develop your career within an industry or multiple industries.
Work in the city you want, and be nourished by cultural exchanges.
Be empowered to choose your career path: we have more than 600 simultaneous projects, so you can choose where and how to work.
Be part of an agile pod. Driven by a culture of self-regulated teamwork, each team -or POD- works directly with our customers with a full maturity path that evolves as they increase speed, quality and autonomy.

What Will Help You Succeed
Believe and love what you do.
Build bridges & open doors.
Enjoy solving problems.
Being capable of taking a step back to look at a bigger picture.
Intermediate English skills.
Good understanding of Golang, especially concurrency, unit testing. Having experience with libraries like gorm, go kit, testify, etc., will be welcome!
Besides Golang, it is very important to have a good background on backend technologies in general, such as are microservices, cloud computing (AWS, GCP, Azure, others), REST, gRPC and Protobuf, Docker, CI/CD, Kubernetes, message brokers, monitoring tools, among others.
Good knowledge on different database engines both, SQL and NoSQL
Keep scalability in mind, always.

At Globant we believe that an inclusive culture and a diverse environment makes us stronger. We encourage people to have an inclusive spirit as our global footprint expands. We seek to generate a place of inspiration and growth for everyone. A safe space, based on equity as a value, where everyone's careers can be promoted and developed in the same way. There is no innovation without diversity and there is no improvement without plurality.

This job be filled from Anywhere in Ecuador.

Are you ready?

Job Segment: Developer, Engineer, Equity, Nursing, Cloud, Technology, Finance, Healthcare, Engineering

Job Segment: Developer, Cloud, Testing, Engineer, Equity, Technology, Finance, Engineering"
https://www.linkedin.com/jobs/view/3460299463/?alternateChannel=search&amp;refId=VbiFPsca%2BwKjgb1hJ1Osrw%3D%3D&amp;trackingId=y1I6z2Vypt0YT4n9JEzLoQ%3D%3D&amp;trk=d_flagship3_search_srp_jobs,Junior C Embedded Developer,Luxoft,https://www.linkedin.com/company/luxoft/life/,Romania,Remote,2023-02-23,2023-01-24,39.0,"10,001+ employees",IT Services and IT Consulting,Full-time,Entry level,"Project Description:
Our client develops innovative solutions, which are geared towards its customers' requirements in terms of performance, efficiency and investment reliability. Covering markets like Transportation, Energy, Oil&Gas, Manufacturing, Automotive Hirschmann has become the leader in data communication and automation systems offering high quality, high availability line of industrial networking devices and systems. Our projects are including the full cycle of software development, for the entire line of products: starting with BSP and driver development for new HW components, OS integration (both Linux and VxWorks), feature development and integration (L2-L3 Ethernet-based communication protocols or Industrial Protocols), bug fixing and support ending with manual or automated testing using an internal in-house developed framework. Runs on cutting-edge HW platforms designed in-house using the newest technologies from Broadcom, all the software is developed under Agile methodology using a modern continuous integration approach. The local team consists of 65 members organized in 7 Scrum teams. Each team can either take the responsibility of an entire release, including management or work with several teams to the same product line or software release.

Responsibilities:
Feature developing and bug fixing for Client's Industrial Switches Platform family

Mandatory Skills Description:
- Experience in embedded software development, preferably for network equipment
- Experience with C programming on VxWorks/Linux/Unix environments
- Experience with cross compilers, debuggers, etc.
- Good understanding of Ethernet and IP networking
- Familiarity with git
- Knowledge of RTOS application development (VxWorks / NetBSD / Linux)
- Understanding multi-process system software architectures
- Experience with one or more of the following: POSIX threads, SNMP, XML
- Shell Scripting

Nice-to-Have Skills:
-Agile/Scrum experience"
https://www.linkedin.com/jobs/view/3451861245/?alternateChannel=search&amp;refId=VbiFPsca%2BwKjgb1hJ1Osrw%3D%3D&amp;trackingId=QBBxf80QUoOBZcrlViMc0w%3D%3D&amp;trk=d_flagship3_search_srp_jobs,Data Engineer,Kouegoue Technology Global,https://www.linkedin.com/company/kouegoue-technology-global/life/,Poland,Remote,2023-02-23,,,,,,,"We are looking for a Data Engineer responsible for designing, building, and maintaining the infrastructure and systems that enable the collection, storage, and analysis of large sets of data. This can include tasks such as creating and optimizing data pipelines, designing and implementing data storage solutions, and ensuring data quality and security. Will often work closely with Data Scientists and other stakeholders to understand their data needs and design solutions that meet those needs. Strong technical skills, particularly in programming and database management, are typically required for this role.

Data Engineer mandatory skills and experience
Some essential skills and experience for a Data Engineer include:

Strong programming skills, particularly in languages such as Python, Java, or Scala.

Experience with big data technologies such as Hadoop, Spark, or Apache Kafka.

Proficiency in SQL and experience with database management systems such as MySQL, PostgreSQL, or Oracle.

Familiarity with cloud computing platforms such as AWS, Azure, or GCP.

Understanding of data warehousing concepts and data modeling techniques.

Knowledge of data integration, ETL (Extract, Transform, Load) and ELT (Extract, Load, Transform) processes.

Experience with data governance and data security best practices.

Strong problem-solving skills and the ability to troubleshoot and debug complex systems.

Excellent communication skills, as Data Engineers often need to work closely with other teams and stakeholders.

Familiarity with Agile development methodologies and experience working in a collaborative, cross-functional environment.

Having experience with Machine Learning or Data Science is a plus but not mandatory for the role of Data Engineer."
https://www.linkedin.com/jobs/view/3453141068/?alternateChannel=search&amp;refId=VbiFPsca%2BwKjgb1hJ1Osrw%3D%3D&amp;trackingId=RTToM47otlDcpSoMQiqB2A%3D%3D&amp;trk=d_flagship3_search_srp_jobs,Marketing Specialist,"eTeam, Inc.",https://www.linkedin.com/company/eteam-inc./life/,Croatia,Remote,2023-02-23,,,,,,,"eTeam is a global company with offices in the US, Ukraine, and Mexico specializing in building custom software for enterprise clients and VC-backed startups across the US, UK, Germany, Japan, and Indonesia. In five years, we have grown to a team of over 100 employees worldwide, become a certified AWS Consulting partner, and have been named a global Clutch Leader for three years in a row. Recently we were ranked in the Inc. 5000 list.

We look for curious, creative people who work to be a little better every day. In our work together, we embody our values: Teamwork, Curiosity, Accountability and Integrity.

As a marketing specialist, you will be responsible for executing marketing strategy, coordinating with a sales department to develop and monitor marketing initiatives and aligning company positioning across various platforms.

Responsibilities:
Develop, implement, and track marketing programs such as email, social media, or digital campaigns;
Collaborate with other internal teams (e.g. product and sales) to develop and monitor strategic marketing initiatives;
Deliver marketing campaigns, analyze and report on their performance and efficiency;
Identify new opportunities for growth and expansion by analysis of marketing data, including campaign results, conversion rates and online traffic;
Develop and create marketing materials, such as sales and product collateral, and ensure brand guidelines are met;
Write, proofread, and edit creative and technical content across the company website, social media and other marketing platforms;
Work with external agencies and vendors to execute marketing programs.

Requirements:
3+ years of digital marketing experience in a software development company;
Strong understanding of key marketing concepts, such as market segmentation, value proposition, differentiation, and branding;
Proven ability to build the marketing funnel and user journey;
Experience with social media and digital marketing tools and platforms, including email marketing and website management;
Excellent communication and interpersonal skills, with the ability to work effectively with cross-functional teams;
Fluent English.

Will be a plus:
Work experience in software development service companies.

We offer:
Grow professionally with subsidized certifications, courses, and conferences;
Improve your English with conversation clubs and direct client communication;
Remote work, flexible schedule, bonuses for important life events."
https://www.linkedin.com/jobs/view/3460979348/?alternateChannel=search&amp;refId=VbiFPsca%2BwKjgb1hJ1Osrw%3D%3D&amp;trackingId=cp2vOriHb2Wo4H%2BeCONsCA%3D%3D&amp;trk=d_flagship3_search_srp_jobs,Sales Engineer,Motorola Solutions,https://www.linkedin.com/company/motorolasolutions/life/,Romania,Remote,2023-02-23,2023-02-21,51.0,"10,001+ employees",Telecommunications,Full-time,Entry level,"Company Overview

At Motorola Solutions, we believe that everything starts with safety. It’s the constant that empowers people to confidently move forward. It can fill a flight or sell out a stadium. It can care for a patient or graduate a class.

As a global leader in public safety and enterprise security, we create and connect the technologies that help to keep people safe where they live, learn, work and play. Our integrated technology ecosystem unifies critical communications, video security and access control, and command center software, enabling collaboration in more powerful ways.

At Motorola Solutions, we’re ushering in a new era in public safety and security. Bring your passion, potential and talents to a career that matters.

Department Overview

Motorola Solutions provides trusted security solutions to the global market through its Video Security and Access Control Division. Motorola Solutions designs develop and manufactures video analytics, network video management software and hardware, surveillance cameras, and access control solutions. Motorola’s solutions have been installed at thousands of customer sites, including school campuses, transportation systems, healthcare centers, public venues, critical infrastructure, prisons, factories, casinos, airports, financial institutions, government facilities, and retailers.

Job Description

As a member of the Sales Engineering Department, the Sales Engineer will work closely with the Sales Organization to develop and position solutions involving Motorola Solutions products.

The Sales Engineer is responsible for technical aspects of the sales process and works closely with the Sales Department involved to develop and position solutions involving Video Security & Access control Division products, writing specs for tenders, also answering to tenders, driving product tests and complex scenarios and internal/external training among others.

During the needs analysis process, confirm that the products meet the prospect’s requirements and assist in technical qualifications. Throughout the proposal process, articulate the technology and demonstrate Motorola’s solutions to both business and technical users. Position Motorola products relative to competition and formulate system designs that conform to both technical and budgetary requirements.

As this is an international position, international travelling may be required.

Your key responsibilities will include:
Effectively disseminate product knowledge by providing thorough training to Sales Teams when required.
Manufacturing Representatives, Integrators, and End-Users
Support Sales Teams in responding to RFP’s and designing, specifying, and quoting systems
Develop and maintain strong relationships with Sales Teams, customers, and partners
Collaborate with the Technical Support team in providing post-sales support to customers
Have positive attitude and can properly manage time and tasks
Perform related duties as assigned
Validate from a technical point of view any quote delivered by ISR team.
Onsite activities including international travelling when required.

Basic Requirements
5+ years’ experience in Sales Engineering for a technology company
Strong understanding of the video surveillance, body worn cameras and access control market
Self-motivated and focused individual with a passion for technology and an aptitude for customer satisfaction
Excellent verbal and written communication skills in:
English
Excellent presentation skills, especially with remote technologies such as teleconference.
Possesses strong analytical and troubleshooting skills
Has a pleasant, friendly style of verbal and written communication
Driving License and Car are a must.

Technical:
Intimate knowledge and experience with Windows troubleshooting tools and techniques
Excellent knowledge of networking principles and IP communication
Experience with computer hardware configuration and troubleshooting
Experience with network equipment configuration and troubleshooting

Preference will be given to candidates with the following skills and experience:
Experience in access control
College degree or diploma of technology
Prior experience in surveillance industry
Microsoft and/or Cisco certifications
Certification for any competitive products

Travel Requirements

Relocation Provided

Position Type

Referral Payment Plan

No"
https://www.linkedin.com/jobs/view/3495910068/?alternateChannel=search&amp;refId=VbiFPsca%2BwKjgb1hJ1Osrw%3D%3D&amp;trackingId=ylVR6l%2B6msijI69Ily0M9w%3D%3D&amp;trk=d_flagship3_search_srp_jobs,Développeur confirmé Angular/nodeJs (REMOTE OK),Edusign,https://www.linkedin.com/company/edusign/life/,France,Remote,2023-02-23,2023-02-22,41.0,,,,,"Mission
Après une période d’observation et d’apprentissage des outils utilisés ainsi que des spécificités d’Edusign, tu participeras au développement technique des plateformes web et APIs.

Les tâches des développeurs chez Edusign
Nos APIs et connecteurs,
Le développement front-end de nos applications web et mobiles,
Nos bases de données (MySQL Aurora),
Tu participeras aux décisions techniques stratégiques, ainsi qu'à la roadmap avec le reste de l'équipe,
Notre infrastructure (AWS) : cyber-sécurité, scaling et optimisation,
Maintenir la documentation interne et définir les bonnes pratiques de codage.

Tu travailleras plus précisément et principalement sur les connecteurs et API de nos partenaires ERP et logiciels de visio-conférence.

Stack
- Front : Angular (90%), VueJs (10%)
- Back : Nodejs/Typescript
- DB : MySQL
- Architecture : AWS EC2, Aurora, ECS (Fargate/Docker), Loadbalancers, WAF,...

Profil recherché
Tu as :
au minimum 2 ans d'expérience en développement web avec Javascript, et plus particulièrement avec les frameworks Angular & Nodejs (fullstack),
idéalement déjà travaillé avec l'infrastructure AWS & l'environnement Linux,
Tu as des bases en design et en expérience utilisateur (UX).
Tu es :
Sensible aux bonnes pratiques de développement
Débrouillard
Un.e bosseur.euse
Curieux.euse
Force de proposition
Mais surtout le principal : Tu es passionné.e !

Tu penses être apte à réaliser la mission ? Tu es la personne que l'on recherche !
Travailler chez Edusign, c'est faire partie d'un projet récent et d'une équipe jeune et ambitieuse.
Nous sommes basés à Station F à Paris. Télétravail en grande partie/totalité possible.
Rémunération définie en fonction de tes compétences.

Travailler chez Edusign c'est :
Une balance pro/perso grâce au télétravail et aux libertés d'horaires de travail.
Des locaux sympathiques à Station F (Paris 13) si tu souhaites venir en présentiel.
Une équipe sympathique avec qui partager un apéro après le travail.
Des points en visio dans nos bureaux virtuels, qui rendent les visios agréables et fun."
